Region,Country,City,Month,Day,Year,AvgTemperature,fecha,tmin,tmax,prcp,wspd,pres,latitud,longitud
Europe,Spain,Barcelona,02,16,2019,47.7,2019-02-16,-1.0,19.0,0.0,6.7,1029.9,41.3828939,2.1774322
Europe,Spain,Barcelona,02,17,2019,47.2,2019-02-17,0.0,15.0,0.0,7.4,1027.2,41.3828939,2.1774322
Europe,Spain,Barcelona,02,18,2019,50.3,2019-02-18,1.0,15.0,0.0,5.8,1023.4,41.3828939,2.1774322
Europe,Spain,Barcelona,02,19,2019,51.5,2019-02-19,4.0,15.0,0.0,6.7,1022.6,41.3828939,2.1774322
Europe,Spain,Barcelona,02,20,2019,52.5,2019-02-20,6.0,15.0,0.0,3.2,1025.3,41.3828939,2.1774322
Europe,Spain,Barcelona,02,21,2019,49.0,2019-02-21,2.0,17.0,0.0,5.6,1029.5,41.3828939,2.1774322
Europe,Spain,Barcelona,02,22,2019,54.1,2019-02-22,3.0,23.0,0.0,5.4,1028.4,41.3828939,2.1774322
Europe,Spain,Barcelona,02,23,2019,55.3,2019-02-23,5.0,21.0,0.0,5.9,1027.2,41.3828939,2.1774322
Europe,Spain,Barcelona,02,24,2019,51.8,2019-02-24,4.0,18.0,0.0,8.0,1032.7,41.3828939,2.1774322
Europe,Spain,Barcelona,02,25,2019,50.5,2019-02-25,2.0,19.0,0.0,5.6,1032.8,41.3828939,2.1774322
Europe,Spain,Barcelona,02,26,2019,53.8,2019-02-26,4.0,20.0,0.0,7.0,1030.1,41.3828939,2.1774322
Europe,Spain,Barcelona,02,27,2019,52.9,2019-02-27,3.0,24.0,0.0,5.6,1025.9,41.3828939,2.1774322
Europe,Spain,Barcelona,02,28,2019,54.6,2019-02-28,8.8,19.1,0.0,9.4,1025.3,41.3828939,2.1774322
Europe,Spain,Barcelona,03,01,2019,53.2,2019-03-01,5.0,18.0,0.0,6.5,1023.2,41.3828939,2.1774322
Europe,Spain,Barcelona,03,02,2019,54.5,2019-03-02,9.0,19.0,0.0,6.7,1022.6,41.3828939,2.1774322
Europe,Spain,Barcelona,03,03,2019,54.9,2019-03-03,5.0,24.0,0.0,7.6,1021.1,41.3828939,2.1774322
Europe,Spain,Barcelona,03,04,2019,60.4,2019-03-04,9.0,22.0,0.0,13.8,1015.4,41.3828939,2.1774322
Europe,Spain,Barcelona,03,05,2019,55.2,2019-03-05,8.0,18.0,0.0,6.5,1018.1,41.3828939,2.1774322
Europe,Spain,Barcelona,03,06,2019,54.9,2019-03-06,7.0,16.0,0.2,5.9,1010.6,41.3828939,2.1774322
Europe,Spain,Barcelona,03,07,2019,57.0,2019-03-07,8.0,18.0,0.0,12.7,1012.8,41.3828939,2.1774322
Europe,Spain,Barcelona,03,08,2019,53.5,2019-03-08,3.0,18.0,0.0,8.7,1021.1,41.3828939,2.1774322
Europe,Spain,Barcelona,03,09,2019,54.0,2019-03-09,4.0,21.0,0.0,8.0,1029.1,41.3828939,2.1774322
Europe,Spain,Barcelona,03,10,2019,56.5,2019-03-10,7.0,22.0,0.0,7.4,1027.1,41.3828939,2.1774322
Europe,Spain,Barcelona,03,11,2019,56.1,2019-03-11,10.0,18.0,0.0,8.1,1028.3,41.3828939,2.1774322
Europe,Spain,Barcelona,03,12,2019,56.0,2019-03-12,8.0,18.0,0.0,7.5,1026.5,41.3828939,2.1774322
Europe,Spain,Barcelona,03,13,2019,53.0,2019-03-13,9.9,14.1,0.0,14.8,1021.6,41.3828939,2.1774322
Europe,Spain,Barcelona,03,14,2019,53.5,2019-03-14,4.0,18.0,0.0,11.4,1025.0,41.3828939,2.1774322
Europe,Spain,Barcelona,03,15,2019,56.4,2019-03-15,8.0,21.0,0.0,9.3,1023.9,41.3828939,2.1774322
Europe,Spain,Barcelona,03,16,2019,55.5,2019-03-16,9.1,17.4,0.0,17.1,1021.4,41.3828939,2.1774322
Europe,Spain,Barcelona,03,17,2019,54.8,2019-03-17,7.0,20.0,0.0,8.5,1015.3,41.3828939,2.1774322
Europe,Spain,Barcelona,03,18,2019,52.6,2019-03-18,5.0,16.0,0.0,8.2,1021.8,41.3828939,2.1774322
Europe,Spain,Barcelona,03,19,2019,53.4,2019-03-19,7.0,15.0,0.0,5.5,1023.4,41.3828939,2.1774322
Europe,Spain,Barcelona,03,20,2019,52.6,2019-03-20,3.0,16.0,0.0,7.6,1027.8,41.3828939,2.1774322
Europe,Spain,Barcelona,03,21,2019,52.1,2019-03-21,3.0,17.0,0.0,8.3,1028.1,41.3828939,2.1774322
Europe,Spain,Barcelona,03,22,2019,55.8,2019-03-22,4.0,21.0,0.0,8.0,1027.4,41.3828939,2.1774322
Europe,Spain,Barcelona,03,23,2019,57.9,2019-03-23,4.0,24.0,0.0,6.3,1025.6,41.3828939,2.1774322
Europe,Spain,Barcelona,03,24,2019,60.0,2019-03-24,6.0,23.0,0.0,8.3,1023.0,41.3828939,2.1774322
Europe,Spain,Barcelona,03,25,2019,59.2,2019-03-25,6.0,24.0,0.0,8.6,1019.1,41.3828939,2.1774322
Europe,Spain,Barcelona,03,26,2019,56.8,2019-03-26,8.0,20.0,0.0,11.6,1020.8,41.3828939,2.1774322
Europe,Spain,Barcelona,03,27,2019,52.4,2019-03-27,2.0,19.0,0.0,8.9,1024.9,41.3828939,2.1774322
Europe,Spain,Barcelona,03,28,2019,53.5,2019-03-28,7.2,17.5,0.0,13.0,1027.8,41.3828939,2.1774322
Europe,Spain,Barcelona,03,29,2019,54.0,2019-03-29,7.9,16.8,0.0,14.4,1027.8,41.3828939,2.1774322
Europe,Spain,Barcelona,03,30,2019,53.2,2019-03-30,4.0,16.0,0.0,7.8,1024.0,41.3828939,2.1774322
Europe,Spain,Barcelona,03,31,2019,55.4,2019-03-31,10.2,16.7,0.0,0.0,0.0,41.3828939,2.1774322
Europe,Spain,Barcelona,04,01,2019,56.9,2019-04-01,8.0,19.0,0.0,9.0,1015.4,41.3828939,2.1774322
Europe,Spain,Barcelona,04,02,2019,57.1,2019-04-02,9.0,20.0,0.0,7.3,1014.2,41.3828939,2.1774322
Europe,Spain,Barcelona,04,03,2019,56.8,2019-04-03,9.0,17.0,3.4,7.0,1006.5,41.3828939,2.1774322
Europe,Spain,Barcelona,04,04,2019,51.5,2019-04-04,3.0,16.0,0.0,10.4,1003.2,41.3828939,2.1774322
Europe,Spain,Barcelona,04,05,2019,53.1,2019-04-05,6.6,17.4,2.2,15.7,1002.1,41.3828939,2.1774322
Europe,Spain,Barcelona,04,06,2019,54.8,2019-04-06,7.0,16.0,0.7,12.5,1000.9,41.3828939,2.1774322
Europe,Spain,Barcelona,04,07,2019,52.9,2019-04-07,5.0,17.0,1.4,7.5,1006.9,41.3828939,2.1774322
Europe,Spain,Barcelona,04,08,2019,54.7,2019-04-08,5.0,20.0,1.8,7.3,1011.5,41.3828939,2.1774322
Europe,Spain,Barcelona,04,09,2019,54.7,2019-04-09,8.5,16.7,10.5,14.2,1009.9,41.3828939,2.1774322
Europe,Spain,Barcelona,04,10,2019,54.7,2019-04-10,7.0,20.0,1.1,6.5,1009.8,41.3828939,2.1774322
Europe,Spain,Barcelona,04,11,2019,57.9,2019-04-11,9.0,19.0,0.0,7.8,1012.6,41.3828939,2.1774322
Europe,Spain,Barcelona,04,12,2019,58.2,2019-04-12,10.0,19.0,0.0,12.1,1014.9,41.3828939,2.1774322
Europe,Spain,Barcelona,04,13,2019,57.3,2019-04-13,10.0,19.5,0.0,14.0,1016.8,41.3828939,2.1774322
Europe,Spain,Barcelona,04,14,2019,55.3,2019-04-14,6.0,17.0,0.0,9.3,1015.3,41.3828939,2.1774322
Europe,Spain,Barcelona,04,15,2019,56.6,2019-04-15,7.0,16.0,0.0,7.8,1017.9,41.3828939,2.1774322
Europe,Spain,Barcelona,04,16,2019,57.0,2019-04-16,8.0,18.0,0.0,7.6,1019.5,41.3828939,2.1774322
Europe,Spain,Barcelona,04,17,2019,57.4,2019-04-17,8.0,18.0,0.0,8.7,1019.6,41.3828939,2.1774322
Europe,Spain,Barcelona,04,18,2019,60.0,2019-04-18,12.0,19.0,0.0,12.8,1017.8,41.3828939,2.1774322
Europe,Spain,Barcelona,04,19,2019,62.8,2019-04-19,15.0,21.0,0.0,20.2,1020.7,41.3828939,2.1774322
Europe,Spain,Barcelona,04,20,2019,62.3,2019-04-20,14.0,18.0,0.1,16.1,1020.3,41.3828939,2.1774322
Europe,Spain,Barcelona,04,21,2019,61.8,2019-04-21,14.0,19.0,0.2,16.2,1012.2,41.3828939,2.1774322
Europe,Spain,Barcelona,04,22,2019,61.8,2019-04-22,15.0,18.0,2.1,15.2,1001.3,41.3828939,2.1774322
Europe,Spain,Barcelona,04,23,2019,59.8,2019-04-23,14.3,18.9,0.1,11.2,998.4,41.3828939,2.1774322
Europe,Spain,Barcelona,04,24,2019,-99.0,2019-04-24,13.0,18.1,0.0,20.0,1006.9,41.3828939,2.1774322
Europe,Spain,Barcelona,04,25,2019,60.3,2019-04-25,12.0,18.0,0.4,10.4,1011.2,41.3828939,2.1774322
Europe,Spain,Barcelona,04,26,2019,62.1,2019-04-26,12.4,24.5,0.0,18.6,1019.0,41.3828939,2.1774322
Europe,Spain,Barcelona,04,27,2019,58.4,2019-04-27,7.0,20.0,0.0,8.8,1024.8,41.3828939,2.1774322
Europe,Spain,Barcelona,04,28,2019,57.1,2019-04-28,8.0,17.0,0.0,8.9,1023.3,41.3828939,2.1774322
Europe,Spain,Barcelona,04,29,2019,59.7,2019-04-29,13.0,20.0,0.3,5.5,1020.0,41.3828939,2.1774322
Europe,Spain,Barcelona,04,30,2019,61.0,2019-04-30,14.0,22.0,0.0,6.8,1017.6,41.3828939,2.1774322
Europe,Spain,Barcelona,05,01,2019,60.3,2019-05-01,12.0,23.0,0.0,10.6,1015.7,41.3828939,2.1774322
Europe,Spain,Barcelona,05,02,2019,59.8,2019-05-02,12.2,19.4,0.2,8.9,1015.8,41.3828939,2.1774322
Europe,Spain,Barcelona,05,03,2019,55.8,2019-05-03,10.0,15.0,29.0,4.2,1013.0,41.3828939,2.1774322
Europe,Spain,Barcelona,05,04,2019,57.4,2019-05-04,7.0,22.0,0.0,8.7,1010.9,41.3828939,2.1774322
Europe,Spain,Barcelona,05,05,2019,60.6,2019-05-05,11.4,23.3,0.0,17.0,1013.2,41.3828939,2.1774322
Europe,Spain,Barcelona,05,06,2019,57.7,2019-05-06,7.0,19.0,0.0,9.4,1018.7,41.3828939,2.1774322
Europe,Spain,Barcelona,05,07,2019,58.1,2019-05-07,8.0,18.0,0.0,7.7,1018.1,41.3828939,2.1774322
Europe,Spain,Barcelona,05,08,2019,62.4,2019-05-08,15.0,27.0,0.3,10.0,1009.6,41.3828939,2.1774322
Europe,Spain,Barcelona,05,09,2019,62.1,2019-05-09,12.0,21.0,0.0,10.6,1011.2,41.3828939,2.1774322
Europe,Spain,Barcelona,05,10,2019,63.4,2019-05-10,12.0,24.0,0.2,8.8,1012.7,41.3828939,2.1774322
Europe,Spain,Barcelona,05,11,2019,63.2,2019-05-11,13.0,22.0,0.0,10.7,1018.6,41.3828939,2.1774322
Europe,Spain,Barcelona,05,12,2019,60.9,2019-05-12,10.0,22.0,0.0,9.3,1022.5,41.3828939,2.1774322
Europe,Spain,Barcelona,05,13,2019,60.7,2019-05-13,8.0,22.0,0.0,9.1,1020.7,41.3828939,2.1774322
Europe,Spain,Barcelona,05,14,2019,60.6,2019-05-14,8.0,23.0,0.0,10.5,1018.5,41.3828939,2.1774322
Europe,Spain,Barcelona,05,15,2019,60.1,2019-05-15,9.0,20.0,0.0,10.8,1014.1,41.3828939,2.1774322
Europe,Spain,Barcelona,05,16,2019,-99.0,2019-05-16,6.0,23.0,1.2,10.2,1012.2,41.3828939,2.1774322
Europe,Spain,Barcelona,05,17,2019,-99.0,2019-05-17,12.0,16.0,36.7,7.3,1004.6,41.3828939,2.1774322
Europe,Spain,Barcelona,05,18,2019,-99.0,2019-05-18,11.0,20.0,0.0,7.7,1007.9,41.3828939,2.1774322
Europe,Spain,Barcelona,05,19,2019,-99.0,2019-05-19,8.0,19.0,1.0,6.2,1009.2,41.3828939,2.1774322
Europe,Spain,Barcelona,05,20,2019,59.5,2019-05-20,8.0,21.0,0.0,8.2,1012.3,41.3828939,2.1774322
Europe,Spain,Barcelona,05,21,2019,61.7,2019-05-21,8.0,24.0,0.0,8.4,1015.5,41.3828939,2.1774322
Europe,Spain,Barcelona,05,22,2019,63.2,2019-05-22,11.0,24.0,0.0,8.5,1017.9,41.3828939,2.1774322
Europe,Spain,Barcelona,05,23,2019,63.9,2019-05-23,14.1,21.9,1.8,12.6,1017.4,41.3828939,2.1774322
Europe,Spain,Barcelona,05,24,2019,60.3,2019-05-24,14.0,17.0,17.8,4.1,1015.6,41.3828939,2.1774322
Europe,Spain,Barcelona,05,25,2019,63.5,2019-05-25,14.0,23.0,0.0,5.4,1015.6,41.3828939,2.1774322
Europe,Spain,Barcelona,05,26,2019,66.0,2019-05-26,15.7,24.4,0.0,15.2,1015.1,41.3828939,2.1774322
Europe,Spain,Barcelona,05,27,2019,64.9,2019-05-27,11.0,25.0,1.0,8.5,1011.9,41.3828939,2.1774322
Europe,Spain,Barcelona,05,28,2019,63.7,2019-05-28,15.0,21.0,0.0,9.4,1013.7,41.3828939,2.1774322
Europe,Spain,Barcelona,05,29,2019,64.1,2019-05-29,13.0,24.0,0.0,9.7,1019.8,41.3828939,2.1774322
Europe,Spain,Barcelona,05,30,2019,63.1,2019-05-30,10.0,24.0,0.0,9.0,1024.6,41.3828939,2.1774322
Europe,Spain,Barcelona,05,31,2019,66.6,2019-05-31,15.2,24.4,0.0,16.1,1024.2,41.3828939,2.1774322
Europe,Spain,Barcelona,06,01,2019,67.5,2019-06-01,14.0,29.0,0.0,8.3,1021.6,41.3828939,2.1774322
Europe,Spain,Barcelona,06,02,2019,67.5,2019-06-02,16.8,24.0,0.0,18.7,1019.4,41.3828939,2.1774322
Europe,Spain,Barcelona,06,03,2019,68.1,2019-06-03,16.6,24.3,0.0,15.7,1017.7,41.3828939,2.1774322
Europe,Spain,Barcelona,06,04,2019,68.0,2019-06-04,16.4,23.9,0.0,9.8,1013.0,41.3828939,2.1774322
Europe,Spain,Barcelona,06,05,2019,68.8,2019-06-05,16.5,26.6,0.0,17.2,1007.9,41.3828939,2.1774322
Europe,Spain,Barcelona,06,06,2019,65.8,2019-06-06,13.0,22.0,0.0,10.6,1014.5,41.3828939,2.1774322
Europe,Spain,Barcelona,06,07,2019,69.0,2019-06-07,16.0,28.0,0.0,11.3,1013.4,41.3828939,2.1774322
Europe,Spain,Barcelona,06,08,2019,67.6,2019-06-08,13.0,24.0,0.0,9.8,1022.2,41.3828939,2.1774322
Europe,Spain,Barcelona,06,09,2019,69.0,2019-06-09,15.0,27.0,0.0,5.8,1015.5,41.3828939,2.1774322
Europe,Spain,Barcelona,06,10,2019,70.3,2019-06-10,15.0,29.0,6.7,10.4,1012.3,41.3828939,2.1774322
Europe,Spain,Barcelona,06,11,2019,59.7,2019-06-11,13.0,19.0,30.7,8.4,1012.7,41.3828939,2.1774322
Europe,Spain,Barcelona,06,12,2019,60.7,2019-06-12,11.4,20.3,0.0,13.7,1015.3,41.3828939,2.1774322
Europe,Spain,Barcelona,06,13,2019,64.1,2019-06-13,10.0,24.0,0.0,9.3,1014.6,41.3828939,2.1774322
Europe,Spain,Barcelona,06,14,2019,69.4,2019-06-14,14.0,28.0,0.0,11.2,1010.1,41.3828939,2.1774322
Europe,Spain,Barcelona,06,15,2019,67.6,2019-06-15,15.0,25.0,0.0,10.6,1016.2,41.3828939,2.1774322
Europe,Spain,Barcelona,06,16,2019,67.8,2019-06-16,14.0,28.0,0.0,8.8,1019.6,41.3828939,2.1774322
Europe,Spain,Barcelona,06,17,2019,68.9,2019-06-17,15.0,30.0,0.0,9.2,1016.7,41.3828939,2.1774322
Europe,Spain,Barcelona,06,18,2019,70.0,2019-06-18,17.0,30.0,0.0,9.8,1015.3,41.3828939,2.1774322
Europe,Spain,Barcelona,06,19,2019,69.5,2019-06-19,15.0,29.0,0.0,10.3,1013.3,41.3828939,2.1774322
Europe,Spain,Barcelona,06,20,2019,70.6,2019-06-20,18.0,27.0,0.0,9.9,1013.7,41.3828939,2.1774322
Europe,Spain,Barcelona,06,21,2019,71.5,2019-06-21,20.0,26.7,0.0,11.0,1014.7,41.3828939,2.1774322
Europe,Spain,Barcelona,06,22,2019,72.3,2019-06-22,18.0,30.0,0.0,9.6,1015.8,41.3828939,2.1774322
Europe,Spain,Barcelona,06,23,2019,72.6,2019-06-23,18.0,34.0,0.0,8.3,1014.9,41.3828939,2.1774322
Europe,Spain,Barcelona,06,24,2019,74.0,2019-06-24,17.0,33.0,0.0,12.0,1015.7,41.3828939,2.1774322
Europe,Spain,Barcelona,06,25,2019,76.0,2019-06-25,21.0,30.0,0.0,12.3,1017.2,41.3828939,2.1774322
Europe,Spain,Barcelona,06,26,2019,80.3,2019-06-26,22.0,36.0,0.0,11.8,1019.8,41.3828939,2.1774322
Europe,Spain,Barcelona,06,27,2019,79.0,2019-06-27,19.0,36.0,0.0,9.0,1019.9,41.3828939,2.1774322
Europe,Spain,Barcelona,06,28,2019,80.9,2019-06-28,20.0,42.0,0.0,7.7,1015.6,41.3828939,2.1774322
Europe,Spain,Barcelona,06,29,2019,81.9,2019-06-29,22.0,36.0,0.0,9.4,1014.3,41.3828939,2.1774322
Europe,Spain,Barcelona,06,30,2019,76.3,2019-06-30,20.0,33.0,0.0,10.0,1017.2,41.3828939,2.1774322
Europe,Spain,Barcelona,07,01,2019,76.8,2019-07-01,20.0,29.0,0.0,10.7,1017.2,41.3828939,2.1774322
Europe,Spain,Barcelona,07,02,2019,77.9,2019-07-02,21.0,32.0,0.0,9.8,1016.0,41.3828939,2.1774322
Europe,Spain,Barcelona,07,03,2019,78.6,2019-07-03,22.2,30.6,0.0,9.0,1014.7,41.3828939,2.1774322
Europe,Spain,Barcelona,07,04,2019,79.1,2019-07-04,23.5,30.3,0.0,13.2,1016.1,41.3828939,2.1774322
Europe,Spain,Barcelona,07,05,2019,79.0,2019-07-05,21.0,35.0,0.0,8.9,1016.1,41.3828939,2.1774322
Europe,Spain,Barcelona,07,06,2019,78.9,2019-07-06,23.8,29.9,0.5,15.7,1012.9,41.3828939,2.1774322
Europe,Spain,Barcelona,07,07,2019,80.1,2019-07-07,23.0,32.0,2.3,10.2,1012.1,41.3828939,2.1774322
Europe,Spain,Barcelona,07,08,2019,78.6,2019-07-08,22.0,32.0,4.2,8.8,1012.7,41.3828939,2.1774322
Europe,Spain,Barcelona,07,09,2019,77.7,2019-07-09,19.0,30.0,0.0,8.1,1011.1,41.3828939,2.1774322
Europe,Spain,Barcelona,07,10,2019,76.6,2019-07-10,18.0,33.0,0.0,8.7,1014.0,41.3828939,2.1774322
Europe,Spain,Barcelona,07,11,2019,77.5,2019-07-11,19.0,35.0,0.0,9.4,1013.8,41.3828939,2.1774322
Europe,Spain,Barcelona,07,12,2019,77.6,2019-07-12,20.0,33.0,0.0,9.5,1015.2,41.3828939,2.1774322
Europe,Spain,Barcelona,07,13,2019,78.6,2019-07-13,21.0,33.0,0.0,9.0,1014.7,41.3828939,2.1774322
Europe,Spain,Barcelona,07,14,2019,77.3,2019-07-14,21.0,29.0,0.1,6.5,1011.2,41.3828939,2.1774322
Europe,Spain,Barcelona,07,15,2019,78.0,2019-07-15,21.0,29.0,0.0,10.4,1011.1,41.3828939,2.1774322
Europe,Spain,Barcelona,07,16,2019,77.3,2019-07-16,19.0,31.0,0.0,10.2,1015.6,41.3828939,2.1774322
Europe,Spain,Barcelona,07,17,2019,76.2,2019-07-17,18.0,31.0,0.5,8.2,1014.4,41.3828939,2.1774322
Europe,Spain,Barcelona,07,18,2019,76.9,2019-07-18,19.0,29.0,0.0,8.6,1014.5,41.3828939,2.1774322
Europe,Spain,Barcelona,07,19,2019,78.0,2019-07-19,20.0,28.0,0.0,8.9,1016.3,41.3828939,2.1774322
Europe,Spain,Barcelona,07,20,2019,78.6,2019-07-20,22.7,30.3,0.0,12.8,1016.3,41.3828939,2.1774322
Europe,Spain,Barcelona,07,21,2019,78.9,2019-07-21,20.0,32.0,0.0,9.4,1020.3,41.3828939,2.1774322
Europe,Spain,Barcelona,07,22,2019,79.7,2019-07-22,20.0,34.0,0.0,8.9,1021.1,41.3828939,2.1774322
Europe,Spain,Barcelona,07,23,2019,80.7,2019-07-23,19.0,36.0,0.0,9.0,1017.7,41.3828939,2.1774322
Europe,Spain,Barcelona,07,24,2019,80.0,2019-07-24,21.0,33.0,0.0,9.0,1016.2,41.3828939,2.1774322
Europe,Spain,Barcelona,07,25,2019,79.7,2019-07-25,20.0,31.0,0.0,9.7,1014.7,41.3828939,2.1774322
Europe,Spain,Barcelona,07,26,2019,81.0,2019-07-26,21.0,34.0,1.2,8.4,1011.0,41.3828939,2.1774322
Europe,Spain,Barcelona,07,27,2019,76.3,2019-07-27,21.0,28.0,44.3,8.3,1005.5,41.3828939,2.1774322
Europe,Spain,Barcelona,07,28,2019,75.2,2019-07-28,17.0,27.0,0.0,10.6,1008.4,41.3828939,2.1774322
Europe,Spain,Barcelona,07,29,2019,76.6,2019-07-29,17.0,31.0,0.0,8.6,1010.6,41.3828939,2.1774322
Europe,Spain,Barcelona,07,30,2019,78.8,2019-07-30,23.0,30.0,0.0,9.3,1014.2,41.3828939,2.1774322
Europe,Spain,Barcelona,07,31,2019,77.0,2019-07-31,23.0,27.0,0.0,10.0,1017.3,41.3828939,2.1774322
Europe,Spain,Barcelona,08,01,2019,78.1,2019-08-01,19.0,31.0,0.0,9.1,1014.0,41.3828939,2.1774322
Europe,Spain,Barcelona,08,02,2019,78.6,2019-08-02,19.0,33.0,0.0,9.8,1014.4,41.3828939,2.1774322
Europe,Spain,Barcelona,08,03,2019,78.7,2019-08-03,19.0,34.0,0.0,8.6,1014.7,41.3828939,2.1774322
Europe,Spain,Barcelona,08,04,2019,78.8,2019-08-04,21.0,33.0,0.0,7.7,1014.3,41.3828939,2.1774322
Europe,Spain,Barcelona,08,05,2019,80.4,2019-08-05,20.0,34.0,0.0,9.3,1014.4,41.3828939,2.1774322
Europe,Spain,Barcelona,08,06,2019,79.8,2019-08-06,21.0,33.0,0.0,8.7,1012.2,41.3828939,2.1774322
Europe,Spain,Barcelona,08,07,2019,79.9,2019-08-07,25.0,30.0,0.0,9.7,1010.9,41.3828939,2.1774322
Europe,Spain,Barcelona,08,08,2019,81.1,2019-08-08,24.0,34.0,0.0,8.8,1011.8,41.3828939,2.1774322
Europe,Spain,Barcelona,08,09,2019,81.2,2019-08-09,21.0,37.0,0.0,8.6,1011.7,41.3828939,2.1774322
Europe,Spain,Barcelona,08,10,2019,81.0,2019-08-10,25.0,32.0,0.0,10.6,1015.4,41.3828939,2.1774322
Europe,Spain,Barcelona,08,11,2019,79.8,2019-08-11,21.0,32.0,52.5,9.4,1013.9,41.3828939,2.1774322
Europe,Spain,Barcelona,08,12,2019,76.7,2019-08-12,21.0,29.0,0.0,9.4,1015.2,41.3828939,2.1774322
Europe,Spain,Barcelona,08,13,2019,74.4,2019-08-13,18.0,29.0,0.0,9.3,1018.2,41.3828939,2.1774322
Europe,Spain,Barcelona,08,14,2019,75.4,2019-08-14,19.0,27.0,0.0,8.2,1018.1,41.3828939,2.1774322
Europe,Spain,Barcelona,08,15,2019,77.8,2019-08-15,22.4,29.7,25.7,13.9,1018.2,41.3828939,2.1774322
Europe,Spain,Barcelona,08,16,2019,76.7,2019-08-16,23.0,30.0,1.9,8.1,1018.0,41.3828939,2.1774322
Europe,Spain,Barcelona,08,17,2019,77.8,2019-08-17,22.4,29.7,0.0,13.2,1015.8,41.3828939,2.1774322
Europe,Spain,Barcelona,08,18,2019,78.7,2019-08-18,20.0,33.0,0.0,8.7,1013.0,41.3828939,2.1774322
Europe,Spain,Barcelona,08,19,2019,78.7,2019-08-19,23.0,29.0,0.0,10.8,1015.7,41.3828939,2.1774322
Europe,Spain,Barcelona,08,20,2019,78.0,2019-08-20,23.0,29.0,0.0,8.2,1018.5,41.3828939,2.1774322
Europe,Spain,Barcelona,08,21,2019,75.6,2019-08-21,18.0,29.0,0.0,9.9,1019.8,41.3828939,2.1774322
Europe,Spain,Barcelona,08,22,2019,78.1,2019-08-22,21.0,30.0,0.0,8.3,1019.6,41.3828939,2.1774322
Europe,Spain,Barcelona,08,23,2019,76.5,2019-08-23,18.0,29.0,0.0,8.6,1019.8,41.3828939,2.1774322
Europe,Spain,Barcelona,08,24,2019,77.2,2019-08-24,19.0,32.0,0.0,8.4,1018.7,41.3828939,2.1774322
Europe,Spain,Barcelona,08,25,2019,78.0,2019-08-25,21.0,33.0,0.0,7.8,1017.5,41.3828939,2.1774322
Europe,Spain,Barcelona,08,26,2019,76.8,2019-08-26,18.0,32.0,0.0,7.6,1016.7,41.3828939,2.1774322
Europe,Spain,Barcelona,08,27,2019,76.1,2019-08-27,21.0,26.0,0.6,6.7,1016.1,41.3828939,2.1774322
Europe,Spain,Barcelona,08,28,2019,77.2,2019-08-28,20.0,30.0,0.0,7.7,1016.6,41.3828939,2.1774322
Europe,Spain,Barcelona,08,29,2019,78.6,2019-08-29,20.0,32.0,0.0,6.9,1018.7,41.3828939,2.1774322
Europe,Spain,Barcelona,08,30,2019,79.6,2019-08-30,20.0,32.0,0.0,8.3,1019.1,41.3828939,2.1774322
Europe,Spain,Barcelona,08,31,2019,79.6,2019-08-31,21.0,32.0,0.0,7.5,1015.5,41.3828939,2.1774322
Europe,Spain,Barcelona,09,01,2019,77.6,2019-09-01,21.6,30.6,0.0,12.8,1014.6,41.3828939,2.1774322
Europe,Spain,Barcelona,09,02,2019,77.4,2019-09-02,20.6,29.1,72.9,12.4,1017.5,41.3828939,2.1774322
Europe,Spain,Barcelona,09,03,2019,74.9,2019-09-03,20.0,29.0,0.0,9.2,1020.4,41.3828939,2.1774322
Europe,Spain,Barcelona,09,04,2019,74.7,2019-09-04,17.0,31.0,0.0,8.7,1018.5,41.3828939,2.1774322
Europe,Spain,Barcelona,09,05,2019,73.8,2019-09-05,19.0,27.0,0.0,10.3,1017.3,41.3828939,2.1774322
Europe,Spain,Barcelona,09,06,2019,72.5,2019-09-06,19.5,26.6,11.3,15.0,1019.0,41.3828939,2.1774322
Europe,Spain,Barcelona,09,07,2019,70.6,2019-09-07,17.9,26.1,0.0,14.2,1019.6,41.3828939,2.1774322
Europe,Spain,Barcelona,09,08,2019,71.2,2019-09-08,16.0,25.0,2.4,9.4,1017.6,41.3828939,2.1774322
Europe,Spain,Barcelona,09,09,2019,72.1,2019-09-09,20.0,25.0,16.5,9.2,1015.6,41.3828939,2.1774322
Europe,Spain,Barcelona,09,10,2019,64.0,2019-09-10,15.2,25.0,41.2,17.4,1010.0,41.3828939,2.1774322
Europe,Spain,Barcelona,09,11,2019,69.7,2019-09-11,15.0,26.0,1.7,10.1,1017.8,41.3828939,2.1774322
Europe,Spain,Barcelona,09,12,2019,72.4,2019-09-12,15.0,29.0,0.0,6.9,1026.0,41.3828939,2.1774322
Europe,Spain,Barcelona,09,13,2019,71.8,2019-09-13,15.0,28.0,0.8,8.0,1026.9,41.3828939,2.1774322
Europe,Spain,Barcelona,09,14,2019,74.4,2019-09-14,17.0,29.0,0.0,9.3,1024.6,41.3828939,2.1774322
Europe,Spain,Barcelona,09,15,2019,75.1,2019-09-15,17.0,30.0,0.0,10.0,1022.2,41.3828939,2.1774322
Europe,Spain,Barcelona,09,16,2019,73.5,2019-09-16,20.3,27.4,0.0,13.4,1019.1,41.3828939,2.1774322
Europe,Spain,Barcelona,09,17,2019,72.6,2019-09-17,16.0,29.0,0.0,7.3,1016.3,41.3828939,2.1774322
