Region,Country,City,Month,Day,Year,AvgTemperature,fecha,tmin,tmax,prcp,wspd,pres,latitud,longitud
Europe,Spain,Barcelona,01,01,2020,52.8,2020-01-01,0.0,12.0,0.0,4.2,1032.1,41.3828939,2.1774322
Europe,Spain,Barcelona,01,02,2020,49.7,2020-01-02,1.0,13.0,0.0,5.2,1031.8,41.3828939,2.1774322
Europe,Spain,Barcelona,01,03,2020,50.8,2020-01-03,2.0,11.0,0.0,4.7,1030.9,41.3828939,2.1774322
Europe,Spain,Barcelona,01,04,2020,50.2,2020-01-04,0.0,14.0,0.0,4.8,1031.4,41.3828939,2.1774322
Europe,Spain,Barcelona,01,05,2020,50.7,2020-01-05,1.0,14.0,0.0,5.6,1028.6,41.3828939,2.1774322
Europe,Spain,Barcelona,01,06,2020,46.6,2020-01-06,0.0,15.0,0.0,4.8,1029.4,41.3828939,2.1774322
Europe,Spain,Barcelona,01,07,2020,42.4,2020-01-07,1.0,15.0,0.0,3.0,1029.8,41.3828939,2.1774322
Europe,Spain,Barcelona,01,08,2020,42.9,2020-01-08,2.0,16.0,0.0,4.6,1030.2,41.3828939,2.1774322
Europe,Spain,Barcelona,01,09,2020,39.9,2020-01-09,2.0,15.0,4.9,5.4,1027.5,41.3828939,2.1774322
Europe,Spain,Barcelona,01,10,2020,37.6,2020-01-10,4.0,12.0,16.2,6.9,1025.7,41.3828939,2.1774322
Europe,Spain,Barcelona,01,11,2020,40.2,2020-01-11,4.2,12.3,0.0,16.8,1030.1,41.3828939,2.1774322
Europe,Spain,Barcelona,01,12,2020,41.1,2020-01-12,-1.0,14.0,0.0,4.1,1029.9,41.3828939,2.1774322
Europe,Spain,Barcelona,01,13,2020,49.0,2020-01-13,2.9,12.9,0.0,15.7,1025.0,41.3828939,2.1774322
Europe,Spain,Barcelona,01,14,2020,51.1,2020-01-14,-1.0,15.0,0.0,6.1,1022.0,41.3828939,2.1774322
Europe,Spain,Barcelona,01,15,2020,51.4,2020-01-15,1.0,15.0,0.0,5.2,1023.6,41.3828939,2.1774322
Europe,Spain,Barcelona,01,16,2020,49.1,2020-01-16,1.0,16.0,0.0,5.2,1027.0,41.3828939,2.1774322
Europe,Spain,Barcelona,01,17,2020,52.0,2020-01-17,5.0,17.0,0.0,13.4,1025.3,41.3828939,2.1774322
Europe,Spain,Barcelona,01,18,2020,52.1,2020-01-18,3.0,15.0,0.2,5.2,1026.3,41.3828939,2.1774322
Europe,Spain,Barcelona,01,19,2020,50.7,2020-01-19,7.0,12.0,0.0,11.5,1020.3,41.3828939,2.1774322
Europe,Spain,Barcelona,01,20,2020,53.1,2020-01-20,8.0,11.0,54.1,22.8,1025.0,41.3828939,2.1774322
Europe,Spain,Barcelona,01,21,2020,49.2,2020-01-21,1.0,11.0,87.9,24.9,1024.0,41.3828939,2.1774322
Europe,Spain,Barcelona,01,22,2020,48.5,2020-01-22,0.0,14.0,10.4,26.4,1020.7,41.3828939,2.1774322
Europe,Spain,Barcelona,01,23,2020,49.1,2020-01-23,4.0,15.0,0.1,8.3,1020.4,41.3828939,2.1774322
Europe,Spain,Barcelona,01,24,2020,51.9,2020-01-24,3.0,16.0,0.0,4.9,1021.4,41.3828939,2.1774322
Europe,Spain,Barcelona,01,25,2020,48.3,2020-01-25,5.0,14.0,0.0,3.2,1020.0,41.3828939,2.1774322
Europe,Spain,Barcelona,01,26,2020,45.6,2020-01-26,5.0,16.0,0.0,4.8,1019.3,41.3828939,2.1774322
Europe,Spain,Barcelona,01,27,2020,43.8,2020-01-27,5.0,14.0,0.0,12.8,1019.7,41.3828939,2.1774322
Europe,Spain,Barcelona,01,28,2020,42.1,2020-01-28,8.0,16.0,0.0,13.6,1017.3,41.3828939,2.1774322
Europe,Spain,Barcelona,01,29,2020,45.2,2020-01-29,6.0,17.0,0.0,4.8,1020.5,41.3828939,2.1774322
Europe,Spain,Barcelona,01,30,2020,50.2,2020-01-30,6.0,19.0,0.0,7.8,1019.8,41.3828939,2.1774322
Europe,Spain,Barcelona,01,31,2020,45.6,2020-01-31,7.0,20.0,0.0,5.2,1020.5,41.3828939,2.1774322
Europe,Spain,Barcelona,02,01,2020,44.0,2020-02-01,8.0,21.0,0.0,8.1,1020.8,41.3828939,2.1774322
Europe,Spain,Barcelona,02,02,2020,44.5,2020-02-02,7.0,22.0,0.0,8.9,1025.3,41.3828939,2.1774322
Europe,Spain,Barcelona,02,03,2020,45.6,2020-02-03,11.0,23.0,0.0,6.2,1025.9,41.3828939,2.1774322
Europe,Spain,Barcelona,02,04,2020,46.4,2020-02-04,10.0,21.0,0.0,11.3,1022.1,41.3828939,2.1774322
Europe,Spain,Barcelona,02,05,2020,55.2,2020-02-05,3.0,17.0,0.0,7.8,1027.8,41.3828939,2.1774322
Europe,Spain,Barcelona,02,06,2020,55.5,2020-02-06,2.0,17.0,0.0,7.2,1026.7,41.3828939,2.1774322
Europe,Spain,Barcelona,02,07,2020,51.0,2020-02-07,4.0,14.0,0.0,4.3,1024.6,41.3828939,2.1774322
Europe,Spain,Barcelona,02,08,2020,48.3,2020-02-08,5.0,14.0,0.0,8.7,1024.4,41.3828939,2.1774322
Europe,Spain,Barcelona,02,09,2020,47.8,2020-02-09,3.0,17.0,0.0,9.5,1027.9,41.3828939,2.1774322
Europe,Spain,Barcelona,02,10,2020,45.1,2020-02-10,10.0,20.0,0.0,13.0,1025.6,41.3828939,2.1774322
Europe,Spain,Barcelona,02,11,2020,39.8,2020-02-11,8.0,17.0,0.0,5.2,1023.3,41.3828939,2.1774322
Europe,Spain,Barcelona,02,12,2020,39.6,2020-02-12,10.0,13.0,0.0,6.4,1024.4,41.3828939,2.1774322
Europe,Spain,Barcelona,02,13,2020,40.2,2020-02-13,9.0,19.0,0.0,10.7,1020.5,41.3828939,2.1774322
Europe,Spain,Barcelona,02,14,2020,39.8,2020-02-14,7.0,16.0,0.0,4.3,1024.1,41.3828939,2.1774322
Europe,Spain,Barcelona,02,15,2020,39.9,2020-02-15,8.0,19.0,0.0,6.1,1025.4,41.3828939,2.1774322
Europe,Spain,Barcelona,02,16,2020,49.5,2020-02-16,12.0,17.0,0.0,10.5,1025.4,41.3828939,2.1774322
Europe,Spain,Barcelona,02,17,2020,51.9,2020-02-17,10.0,21.0,1.1,12.1,1024.4,41.3828939,2.1774322
Europe,Spain,Barcelona,02,18,2020,52.1,2020-02-18,7.0,14.0,0.0,7.0,1030.2,41.3828939,2.1774322
Europe,Spain,Barcelona,02,19,2020,52.1,2020-02-19,4.0,16.0,0.0,6.4,1029.8,41.3828939,2.1774322
Europe,Spain,Barcelona,02,20,2020,48.9,2020-02-20,2.0,19.0,0.0,7.4,1025.3,41.3828939,2.1774322
Europe,Spain,Barcelona,02,21,2020,45.3,2020-02-21,4.0,19.0,0.0,7.5,1028.4,41.3828939,2.1774322
Europe,Spain,Barcelona,02,22,2020,50.7,2020-02-22,4.0,17.0,0.0,5.3,1031.3,41.3828939,2.1774322
Europe,Spain,Barcelona,02,23,2020,58.0,2020-02-23,4.0,23.0,0.0,7.0,1031.2,41.3828939,2.1774322
Europe,Spain,Barcelona,02,24,2020,59.2,2020-02-24,5.0,23.0,0.0,7.5,1024.3,41.3828939,2.1774322
Europe,Spain,Barcelona,02,25,2020,57.0,2020-02-25,5.0,16.0,0.0,5.6,1015.6,41.3828939,2.1774322
Europe,Spain,Barcelona,02,26,2020,58.6,2020-02-26,6.0,18.0,0.0,12.9,1014.3,41.3828939,2.1774322
Europe,Spain,Barcelona,02,27,2020,52.1,2020-02-27,8.0,19.0,0.0,18.1,1015.7,41.3828939,2.1774322
Europe,Spain,Barcelona,02,28,2020,58.2,2020-02-28,7.0,16.0,0.0,8.4,1019.8,41.3828939,2.1774322
Europe,Spain,Barcelona,03,01,2020,54.9,2020-03-01,11.0,20.0,0.9,14.6,1008.4,41.3828939,2.1774322
Europe,Spain,Barcelona,03,02,2020,53.4,2020-03-02,9.0,18.0,1.4,23.4,999.6,41.3828939,2.1774322
Europe,Spain,Barcelona,03,03,2020,51.7,2020-03-03,6.0,16.0,0.0,19.0,1008.7,41.3828939,2.1774322
Europe,Spain,Barcelona,03,04,2020,52.8,2020-03-04,7.0,16.0,0.0,7.2,1014.7,41.3828939,2.1774322
Europe,Spain,Barcelona,03,05,2020,50.7,2020-03-05,8.0,21.0,0.0,14.9,1006.8,41.3828939,2.1774322
Europe,Spain,Barcelona,03,06,2020,49.1,2020-03-06,6.0,16.0,0.0,16.3,1008.3,41.3828939,2.1774322
Europe,Spain,Barcelona,03,07,2020,45.7,2020-03-07,4.0,18.0,0.0,11.8,1018.1,41.3828939,2.1774322
Europe,Spain,Barcelona,03,08,2020,39.2,2020-03-08,5.0,19.0,0.0,5.1,1021.5,41.3828939,2.1774322
Europe,Spain,Barcelona,03,09,2020,42.5,2020-03-09,6.0,20.0,0.0,9.7,1019.2,41.3828939,2.1774322
Europe,Spain,Barcelona,03,10,2020,40.2,2020-03-10,6.0,18.0,0.0,8.9,1022.9,41.3828939,2.1774322
Europe,Spain,Barcelona,03,11,2020,40.8,2020-03-11,6.0,20.0,0.0,5.6,1022.3,41.3828939,2.1774322
Europe,Spain,Barcelona,03,12,2020,41.4,2020-03-12,7.0,22.0,0.0,5.5,1019.9,41.3828939,2.1774322
Europe,Spain,Barcelona,03,13,2020,45.1,2020-03-13,9.0,22.0,0.0,17.0,1018.7,41.3828939,2.1774322
Europe,Spain,Barcelona,03,14,2020,47.0,2020-03-14,10.0,18.0,0.0,10.9,1019.3,41.3828939,2.1774322
Europe,Spain,Barcelona,03,15,2020,48.9,2020-03-15,7.0,17.0,0.0,7.9,1018.0,41.3828939,2.1774322
Europe,Spain,Barcelona,03,16,2020,49.5,2020-03-16,12.0,14.0,18.3,12.9,1017.2,41.3828939,2.1774322
Europe,Spain,Barcelona,03,17,2020,50.3,2020-03-17,13.0,17.0,0.0,11.0,1026.8,41.3828939,2.1774322
Europe,Spain,Barcelona,03,18,2020,50.0,2020-03-18,9.0,17.0,0.0,5.9,1026.9,41.3828939,2.1774322
Europe,Spain,Barcelona,03,19,2020,53.0,2020-03-19,5.0,16.0,0.0,7.9,1023.3,41.3828939,2.1774322
Europe,Spain,Barcelona,03,20,2020,55.5,2020-03-20,4.0,17.0,0.0,7.8,1019.6,41.3828939,2.1774322
Europe,Spain,Barcelona,03,21,2020,57.4,2020-03-21,4.0,17.0,0.0,7.5,1014.3,41.3828939,2.1774322
Europe,Spain,Barcelona,03,22,2020,56.7,2020-03-22,6.0,17.0,4.2,8.3,1013.4,41.3828939,2.1774322
Europe,Spain,Barcelona,03,23,2020,56.7,2020-03-23,12.0,16.0,20.4,9.9,1018.5,41.3828939,2.1774322
Europe,Spain,Barcelona,03,24,2020,55.9,2020-03-24,9.0,13.0,0.0,12.8,1019.8,41.3828939,2.1774322
Europe,Spain,Barcelona,03,25,2020,56.9,2020-03-25,4.0,12.0,0.0,7.2,1016.5,41.3828939,2.1774322
Europe,Spain,Barcelona,03,26,2020,59.7,2020-03-26,2.0,11.0,0.0,22.0,1009.8,41.3828939,2.1774322
Europe,Spain,Barcelona,03,27,2020,60.9,2020-03-27,1.0,15.0,0.1,6.1,1013.8,41.3828939,2.1774322
Europe,Spain,Barcelona,03,28,2020,56.2,2020-03-28,8.0,17.0,0.0,5.4,1016.3,41.3828939,2.1774322
Europe,Spain,Barcelona,03,29,2020,54.6,2020-03-29,8.9,19.1,0.0,0.0,0.0,41.3828939,2.1774322
Europe,Spain,Barcelona,03,30,2020,59.8,2020-03-30,8.0,13.0,6.0,6.4,1013.9,41.3828939,2.1774322
Europe,Spain,Barcelona,03,31,2020,55.2,2020-03-31,8.0,13.0,3.2,8.1,1013.9,41.3828939,2.1774322
Europe,Spain,Barcelona,04,01,2020,54.7,2020-04-01,10.0,12.0,16.4,14.6,1014.2,41.3828939,2.1774322
Europe,Spain,Barcelona,04,02,2020,54.1,2020-04-02,10.0,15.0,0.0,8.4,1011.8,41.3828939,2.1774322
Europe,Spain,Barcelona,04,03,2020,55.2,2020-04-03,5.0,18.0,0.0,8.2,1015.7,41.3828939,2.1774322
Europe,Spain,Barcelona,04,04,2020,54.5,2020-04-04,5.0,19.0,0.0,8.1,1019.3,41.3828939,2.1774322
Europe,Spain,Barcelona,04,05,2020,53.0,2020-04-05,4.0,19.0,0.0,7.8,1020.5,41.3828939,2.1774322
Europe,Spain,Barcelona,04,06,2020,55.4,2020-04-06,6.0,19.0,0.0,11.5,1023.3,41.3828939,2.1774322
Europe,Spain,Barcelona,04,07,2020,56.6,2020-04-07,9.0,18.0,0.0,10.0,1026.1,41.3828939,2.1774322
Europe,Spain,Barcelona,04,08,2020,54.4,2020-04-08,9.0,20.0,0.0,9.1,1024.8,41.3828939,2.1774322
Europe,Spain,Barcelona,04,09,2020,58.3,2020-04-09,9.0,20.0,0.0,7.0,1022.3,41.3828939,2.1774322
Europe,Spain,Barcelona,04,10,2020,58.2,2020-04-10,7.0,21.0,0.0,7.8,1022.0,41.3828939,2.1774322
Europe,Spain,Barcelona,04,11,2020,58.6,2020-04-11,7.0,21.0,0.0,7.5,1022.3,41.3828939,2.1774322
Europe,Spain,Barcelona,04,12,2020,54.7,2020-04-12,8.0,20.0,14.1,7.3,1019.1,41.3828939,2.1774322
Europe,Spain,Barcelona,04,13,2020,53.3,2020-04-13,12.0,15.0,18.0,8.4,1010.3,41.3828939,2.1774322
Europe,Spain,Barcelona,04,14,2020,53.7,2020-04-14,11.0,20.0,0.0,7.6,1012.8,41.3828939,2.1774322
Europe,Spain,Barcelona,04,15,2020,54.7,2020-04-15,8.0,19.0,0.0,10.4,1017.9,41.3828939,2.1774322
Europe,Spain,Barcelona,04,16,2020,56.5,2020-04-16,14.0,21.0,0.0,7.9,1018.8,41.3828939,2.1774322
Europe,Spain,Barcelona,04,17,2020,55.6,2020-04-17,12.0,21.0,0.0,5.7,1017.1,41.3828939,2.1774322
Europe,Spain,Barcelona,04,18,2020,57.3,2020-04-18,13.0,20.0,12.1,9.4,1015.8,41.3828939,2.1774322
Europe,Spain,Barcelona,04,19,2020,58.4,2020-04-19,15.0,16.0,78.5,6.7,1010.1,41.3828939,2.1774322
Europe,Spain,Barcelona,04,20,2020,58.2,2020-04-20,15.0,18.0,47.7,4.9,1005.2,41.3828939,2.1774322
Europe,Spain,Barcelona,04,21,2020,58.9,2020-04-21,14.0,15.0,73.3,6.4,1004.1,41.3828939,2.1774322
Europe,Spain,Barcelona,04,22,2020,58.9,2020-04-22,13.0,16.0,0.0,11.0,1012.6,41.3828939,2.1774322
Europe,Spain,Barcelona,04,23,2020,61.1,2020-04-23,13.0,23.0,0.0,5.4,1019.1,41.3828939,2.1774322
Europe,Spain,Barcelona,04,24,2020,61.2,2020-04-24,13.0,23.0,0.0,13.5,1015.4,41.3828939,2.1774322
Europe,Spain,Barcelona,04,25,2020,62.8,2020-04-25,10.0,21.0,0.0,7.4,1011.1,41.3828939,2.1774322
Europe,Spain,Barcelona,04,26,2020,63.8,2020-04-26,11.0,22.0,0.0,6.7,1010.8,41.3828939,2.1774322
Europe,Spain,Barcelona,04,27,2020,65.6,2020-04-27,12.0,21.0,3.4,4.2,1010.4,41.3828939,2.1774322
Europe,Spain,Barcelona,04,28,2020,64.9,2020-04-28,12.0,23.0,0.0,14.2,1011.6,41.3828939,2.1774322
Europe,Spain,Barcelona,04,29,2020,62.6,2020-04-29,10.0,24.0,0.0,11.0,1014.6,41.3828939,2.1774322
Europe,Spain,Barcelona,04,30,2020,63.2,2020-04-30,13.0,24.0,0.0,17.4,1012.7,41.3828939,2.1774322
Europe,Spain,Barcelona,05,01,2020,63.8,2020-05-01,13.0,27.0,0.0,19.4,1013.8,41.3828939,2.1774322
Europe,Spain,Barcelona,05,02,2020,63.7,2020-05-02,14.0,25.0,0.0,8.8,1016.4,41.3828939,2.1774322
Europe,Spain,Barcelona,05,03,2020,53.1,2020-05-03,13.0,25.0,0.0,9.0,1018.4,41.3828939,2.1774322
Europe,Spain,Barcelona,05,04,2020,50.7,2020-05-04,13.0,29.0,0.0,6.9,1015.9,41.3828939,2.1774322
Europe,Spain,Barcelona,05,05,2020,55.5,2020-05-05,15.0,27.0,0.0,7.9,1014.2,41.3828939,2.1774322
Europe,Spain,Barcelona,05,06,2020,55.7,2020-05-06,13.0,28.0,0.0,8.2,1016.1,41.3828939,2.1774322
Europe,Spain,Barcelona,05,07,2020,58.1,2020-05-07,13.0,25.0,0.0,10.0,1019.4,41.3828939,2.1774322
Europe,Spain,Barcelona,05,08,2020,61.0,2020-05-08,13.0,25.0,0.0,8.2,1017.7,41.3828939,2.1774322
Europe,Spain,Barcelona,05,09,2020,61.3,2020-05-09,12.0,20.0,6.3,5.9,1012.5,41.3828939,2.1774322
Europe,Spain,Barcelona,05,10,2020,63.0,2020-05-10,14.0,19.0,4.0,11.6,1004.3,41.3828939,2.1774322
Europe,Spain,Barcelona,05,11,2020,63.9,2020-05-11,14.0,25.0,0.0,20.8,1003.3,41.3828939,2.1774322
Europe,Spain,Barcelona,05,12,2020,61.7,2020-05-12,12.0,20.0,0.9,8.8,1009.5,41.3828939,2.1774322
Europe,Spain,Barcelona,05,13,2020,59.8,2020-05-13,15.0,25.0,0.0,10.9,1004.0,41.3828939,2.1774322
Europe,Spain,Barcelona,05,14,2020,54.3,2020-05-14,14.0,19.0,4.5,7.2,1005.0,41.3828939,2.1774322
Europe,Spain,Barcelona,05,15,2020,58.6,2020-05-15,13.0,22.0,0.0,7.7,1012.0,41.3828939,2.1774322
Europe,Spain,Barcelona,05,16,2020,58.7,2020-05-16,1.0,22.0,1.4,5.7,1015.9,41.3828939,2.1774322
Europe,Spain,Barcelona,05,17,2020,59.3,2020-05-17,13.0,26.0,0.0,8.7,1018.7,41.3828939,2.1774322
Europe,Spain,Barcelona,05,18,2020,61.3,2020-05-18,12.0,26.0,0.0,7.4,1019.5,41.3828939,2.1774322
Europe,Spain,Barcelona,05,19,2020,62.6,2020-05-19,14.0,29.0,0.0,9.1,1016.3,41.3828939,2.1774322
Europe,Spain,Barcelona,05,20,2020,63.0,2020-05-20,13.0,29.0,0.0,8.8,1015.4,41.3828939,2.1774322
Europe,Spain,Barcelona,05,21,2020,65.2,2020-05-21,15.0,31.0,0.0,7.4,1018.4,41.3828939,2.1774322
Europe,Spain,Barcelona,05,22,2020,67.6,2020-05-22,16.0,31.0,0.0,7.6,1022.5,41.3828939,2.1774322
Europe,Spain,Barcelona,05,23,2020,63.6,2020-05-23,15.0,30.0,0.0,8.6,1025.0,41.3828939,2.1774322
Europe,Spain,Barcelona,05,24,2020,65.7,2020-05-24,19.0,24.0,0.0,9.9,1027.0,41.3828939,2.1774322
Europe,Spain,Barcelona,05,25,2020,65.8,2020-05-25,18.0,25.0,0.0,7.7,1025.8,41.3828939,2.1774322
Europe,Spain,Barcelona,05,26,2020,66.2,2020-05-26,14.0,28.0,0.0,7.6,1025.2,41.3828939,2.1774322
Europe,Spain,Barcelona,05,27,2020,67.0,2020-05-27,15.0,25.0,0.0,9.6,1026.0,41.3828939,2.1774322
Europe,Spain,Barcelona,05,28,2020,66.7,2020-05-28,16.0,25.0,0.0,8.3,1024.3,41.3828939,2.1774322
Europe,Spain,Barcelona,05,29,2020,68.1,2020-05-29,16.8,25.0,4.5,15.6,1017.3,41.3828939,2.1774322
Europe,Spain,Barcelona,05,30,2020,68.3,2020-05-30,15.0,24.0,0.0,7.8,1016.2,41.3828939,2.1774322
Europe,Spain,Barcelona,05,31,2020,70.7,2020-05-31,14.0,24.0,0.0,8.1,1014.7,41.3828939,2.1774322
Europe,Spain,Barcelona,06,01,2020,69.1,2020-06-01,17.0,24.0,0.3,6.1,1015.6,41.3828939,2.1774322
Europe,Spain,Barcelona,06,02,2020,69.0,2020-06-02,14.0,25.0,0.0,7.1,1015.5,41.3828939,2.1774322
Europe,Spain,Barcelona,06,03,2020,68.5,2020-06-03,18.0,27.0,7.3,8.6,1008.9,41.3828939,2.1774322
Europe,Spain,Barcelona,06,04,2020,70.0,2020-06-04,16.0,22.0,0.2,15.5,1002.5,41.3828939,2.1774322
Europe,Spain,Barcelona,06,05,2020,70.7,2020-06-05,12.0,24.0,0.0,11.1,1008.3,41.3828939,2.1774322
Europe,Spain,Barcelona,06,06,2020,68.9,2020-06-06,14.0,24.0,0.2,8.8,1009.4,41.3828939,2.1774322
Europe,Spain,Barcelona,06,07,2020,69.2,2020-06-07,16.0,21.0,18.2,7.8,1008.1,41.3828939,2.1774322
Europe,Spain,Barcelona,06,08,2020,70.7,2020-06-08,14.0,20.0,1.3,9.7,1012.8,41.3828939,2.1774322
Europe,Spain,Barcelona,06,09,2020,69.4,2020-06-09,5.0,22.0,17.4,6.9,1015.3,41.3828939,2.1774322
Europe,Spain,Barcelona,06,10,2020,70.0,2020-06-10,12.0,23.0,0.2,6.4,1015.1,41.3828939,2.1774322
Europe,Spain,Barcelona,06,11,2020,67.9,2020-06-11,16.0,22.0,0.0,5.5,1008.3,41.3828939,2.1774322
Europe,Spain,Barcelona,06,12,2020,67.3,2020-06-12,18.0,25.0,0.0,10.3,1003.8,41.3828939,2.1774322
Europe,Spain,Barcelona,06,13,2020,68.1,2020-06-13,15.0,27.0,0.0,10.6,1010.9,41.3828939,2.1774322
Europe,Spain,Barcelona,06,14,2020,67.4,2020-06-14,13.0,24.0,0.0,8.4,1017.8,41.3828939,2.1774322
Europe,Spain,Barcelona,06,15,2020,64.6,2020-06-15,15.0,25.0,0.0,7.8,1019.2,41.3828939,2.1774322
Europe,Spain,Barcelona,06,16,2020,66.2,2020-06-16,17.0,21.0,0.3,6.8,1017.4,41.3828939,2.1774322
Europe,Spain,Barcelona,06,17,2020,65.6,2020-06-17,14.0,24.0,5.4,9.4,1015.4,41.3828939,2.1774322
Europe,Spain,Barcelona,06,18,2020,68.2,2020-06-18,15.0,23.0,2.9,9.3,1016.0,41.3828939,2.1774322
Europe,Spain,Barcelona,06,19,2020,68.1,2020-06-19,16.0,24.0,0.0,6.3,1018.8,41.3828939,2.1774322
Europe,Spain,Barcelona,06,20,2020,67.9,2020-06-20,16.0,26.0,0.0,6.4,1020.6,41.3828939,2.1774322
Europe,Spain,Barcelona,06,21,2020,65.7,2020-06-21,18.0,29.0,0.0,5.7,1020.7,41.3828939,2.1774322
Europe,Spain,Barcelona,06,22,2020,66.4,2020-06-22,18.0,28.0,0.0,8.7,1020.8,41.3828939,2.1774322
Europe,Spain,Barcelona,06,23,2020,67.9,2020-06-23,18.0,29.0,0.0,8.5,1018.5,41.3828939,2.1774322
Europe,Spain,Barcelona,06,24,2020,69.7,2020-06-24,18.0,30.0,0.0,6.5,1017.5,41.3828939,2.1774322
Europe,Spain,Barcelona,06,25,2020,70.7,2020-06-25,19.0,29.0,0.0,8.3,1016.2,41.3828939,2.1774322
Europe,Spain,Barcelona,06,26,2020,72.3,2020-06-26,17.0,30.0,0.0,8.6,1015.2,41.3828939,2.1774322
Europe,Spain,Barcelona,06,27,2020,74.6,2020-06-27,18.0,28.0,0.0,9.2,1015.3,41.3828939,2.1774322
Europe,Spain,Barcelona,06,28,2020,75.6,2020-06-28,20.0,31.0,0.0,7.8,1017.1,41.3828939,2.1774322
Europe,Spain,Barcelona,06,29,2020,75.5,2020-06-29,20.0,29.0,0.0,9.0,1016.7,41.3828939,2.1774322
Europe,Spain,Barcelona,06,30,2020,75.8,2020-06-30,22.0,29.0,0.0,7.6,1014.9,41.3828939,2.1774322
Europe,Spain,Barcelona,07,01,2020,75.2,2020-07-01,19.0,32.0,0.0,8.5,1011.8,41.3828939,2.1774322
Europe,Spain,Barcelona,07,02,2020,75.4,2020-07-02,21.0,31.0,51.7,9.8,1013.8,41.3828939,2.1774322
Europe,Spain,Barcelona,07,03,2020,75.6,2020-07-03,1.0,26.0,6.8,10.3,1017.8,41.3828939,2.1774322
Europe,Spain,Barcelona,07,04,2020,77.5,2020-07-04,19.0,27.0,0.0,7.9,1020.7,41.3828939,2.1774322
Europe,Spain,Barcelona,07,05,2020,77.4,2020-07-05,17.0,32.0,0.0,7.9,1019.3,41.3828939,2.1774322
Europe,Spain,Barcelona,07,06,2020,77.3,2020-07-06,19.0,31.0,0.0,10.7,1016.0,41.3828939,2.1774322
Europe,Spain,Barcelona,07,07,2020,76.8,2020-07-07,21.0,28.0,0.0,9.1,1016.0,41.3828939,2.1774322
Europe,Spain,Barcelona,07,08,2020,77.9,2020-07-08,18.0,29.0,0.0,9.6,1017.4,41.3828939,2.1774322
Europe,Spain,Barcelona,07,09,2020,78.0,2020-07-09,20.0,32.0,0.0,7.2,1016.7,41.3828939,2.1774322
Europe,Spain,Barcelona,07,10,2020,77.7,2020-07-10,21.0,30.0,0.0,8.3,1015.8,41.3828939,2.1774322
Europe,Spain,Barcelona,07,11,2020,79.4,2020-07-11,21.0,28.7,0.0,13.6,1017.3,41.3828939,2.1774322
Europe,Spain,Barcelona,07,12,2020,79.7,2020-07-12,19.0,29.0,0.0,7.7,1019.0,41.3828939,2.1774322
Europe,Spain,Barcelona,07,13,2020,78.8,2020-07-13,22.0,31.0,0.3,6.2,1018.4,41.3828939,2.1774322
Europe,Spain,Barcelona,07,14,2020,79.1,2020-07-14,21.0,30.0,0.0,8.5,1016.3,41.3828939,2.1774322
Europe,Spain,Barcelona,07,15,2020,78.6,2020-07-15,19.0,30.0,51.6,10.1,1016.4,41.3828939,2.1774322
Europe,Spain,Barcelona,07,16,2020,77.9,2020-07-16,20.0,26.0,0.1,8.6,1018.7,41.3828939,2.1774322
Europe,Spain,Barcelona,07,17,2020,79.8,2020-07-17,21.0,29.0,0.7,8.8,1016.4,41.3828939,2.1774322
Europe,Spain,Barcelona,07,18,2020,79.0,2020-07-18,21.0,30.0,0.0,10.0,1015.8,41.3828939,2.1774322
Europe,Spain,Barcelona,07,19,2020,78.8,2020-07-19,19.0,33.0,0.0,9.6,1015.7,41.3828939,2.1774322
Europe,Spain,Barcelona,07,20,2020,79.4,2020-07-20,20.0,31.0,0.0,6.6,1017.1,41.3828939,2.1774322
Europe,Spain,Barcelona,07,21,2020,79.8,2020-07-21,19.0,31.0,0.0,9.0,1019.2,41.3828939,2.1774322
Europe,Spain,Barcelona,07,22,2020,77.5,2020-07-22,18.0,32.0,0.0,8.0,1018.7,41.3828939,2.1774322
Europe,Spain,Barcelona,07,23,2020,77.1,2020-07-23,20.0,32.0,0.0,8.9,1015.3,41.3828939,2.1774322
Europe,Spain,Barcelona,07,24,2020,75.2,2020-07-24,22.0,32.0,0.0,10.0,1014.3,41.3828939,2.1774322
Europe,Spain,Barcelona,07,25,2020,76.3,2020-07-25,22.0,31.0,0.0,8.4,1015.0,41.3828939,2.1774322
Europe,Spain,Barcelona,07,26,2020,76.0,2020-07-26,21.0,31.0,0.0,9.2,1015.8,41.3828939,2.1774322
Europe,Spain,Barcelona,07,27,2020,77.5,2020-07-27,21.0,35.0,0.0,6.0,1016.5,41.3828939,2.1774322
Europe,Spain,Barcelona,07,28,2020,78.0,2020-07-28,22.0,32.0,0.0,9.3,1015.8,41.3828939,2.1774322
Europe,Spain,Barcelona,07,29,2020,77.1,2020-07-29,20.0,33.0,0.0,8.2,1016.3,41.3828939,2.1774322
Europe,Spain,Barcelona,07,30,2020,76.9,2020-07-30,19.0,35.0,0.0,8.4,1016.4,41.3828939,2.1774322
Europe,Spain,Barcelona,07,31,2020,78.2,2020-07-31,20.0,34.0,0.0,7.6,1015.5,41.3828939,2.1774322
Europe,Spain,Barcelona,08,01,2020,78.0,2020-08-01,21.0,35.0,0.0,9.2,1014.7,41.3828939,2.1774322
Europe,Spain,Barcelona,08,02,2020,77.0,2020-08-02,22.0,33.0,3.1,12.4,1013.8,41.3828939,2.1774322
